Time [s],Packet ID,MOSI,MISO
0.004544,0,'4095',
0.00474920833333333,,'800',
0.00495491666666667,,'800',
0.00516670833333333,,'800',
0.00537241666666667,,'800',
0.00557808333333333,,'800',
0.00578379166666667,,'800',
0.0059895,,'800',
0.00620129166666667,,'800',
0.006407,,'800',
0.00661266666666667,,'800',
0.006818375,,'800',
0.00702408333333333,,'800',
0.007235875,,'800',
0.00744158333333333,,'800',
0.00764729166666667,,'800',
0.00785295833333333,,'800',
0.00805866666666667,,'800',
0.00827045833333333,,'800',
0.00847616666666667,,'800',
0.008681875,,'800',
0.00888754166666667,,'800',
0.009099375,,'800',
0.00930508333333333,,'800',
0.0175582083333333,,'4095',
0.0177634166666667,,'800',
0.017969125,,'800',
0.0181747916666667,,'800',
0.018386625,,'800',
0.0185923333333333,,'800',
0.018798,,'800',
0.0190037083333333,,'800',
0.019209375,,'1200',
0.0194211666666667,,'800',
0.0196268333333333,,'800',
0.0198325416666667,,'800',
0.0200382083333333,,'800',
0.0202439166666667,,'800',
0.02045575,,'800',
0.0206614166666667,,'800',
0.020867125,,'800',
0.0210727916666667,,'800',
0.0212785,,'800',
0.0214903333333333,,'800',
0.021696,,'800',
0.0219017083333333,,'800',
0.0221074166666667,,'800',
0.0223130416666667,,'4095',
0.0305672083333333,,'4095',
0.0307785,,'800',
0.0309842083333333,,'800',
0.0311899166666667,,'800',
0.0313955833333333,,'800',
0.0316012916666667,,'800',
0.031813125,,'800',
0.0320187916666667,,'800',
0.0322245,,'1200',
0.032430125,,'800',
0.0326419583333333,,'800',
0.032847625,,'800',
0.0330533333333333,,'800',
0.0332590416666667,,'800',
0.0334647083333333,,'800',
0.0336765416666667,,'800',
0.0338822083333333,,'800',
0.0340879166666667,,'800',
0.034293625,,'800',
0.0344992916666667,,'800',
0.034711125,,'800',
0.0349168333333333,,'800',
0.0351224583333333,,'4095',
0.035327625,,'1200',
0.0435765833333333,,'4095',
0.04378175,,'800',
0.0439935833333333,,'800',
0.04419925,,'800',
0.0444049583333333,,'800',
0.0446106666666667,,'800',
0.0448163333333333,,'800',
0.0450281666666667,,'800',
0.045233875,,'1200',
0.0454395,,'800',
0.0456451666666667,,'800',
0.045850875,,'800',
0.0460627083333333,,'800',
0.046268375,,'800',
0.0464740833333333,,'800',
0.04667975,,'800',
0.0468854583333333,,'800',
0.0470972916666667,,'800',
0.0473029583333333,,'800',
0.0475086666666667,,'800',
0.047714375,,'800',
0.04792,,'4095',
0.0481312916666667,,'1200',
0.0483369583333333,,'1200',
0.05658375,,'4095',
0.0567889583333333,,'800',
0.056994625,,'800',
0.0572003333333333,,'800',
0.057412125,,'800',
0.0576178333333333,,'800',
0.0578235416666667,,'800',
0.0580292083333333,,'800',
0.0582410416666667,,'1200',
0.0584466666666667,,'800',
0.058652375,,'800',
0.0588580416666667,,'800',
0.05906375,,'800',
0.0592755833333333,,'800',
0.05948125,,'800',
0.0596869583333333,,'800',
0.0598926666666667,,'800',
0.0600983333333333,,'800',
0.0603101666666667,,'800',
0.0605158333333333,,'800',
0.0607215,,'4095',
0.0609266666666667,,'1200',
0.0611322916666667,,'1200',
0.0613440416666667,,'1200',
0.0695926666666667,,'4095',
0.069797875,,'800',
0.0700035833333333,,'800',
0.07020925,,'800',
0.0704149583333333,,'800',
0.07062675,,'800',
0.0708324583333333,,'800',
0.0710381666666667,,'800',
0.0712438333333333,,'1200',
0.0714495,,'800',
0.0716612916666667,,'800',
0.071867,,'800',
0.0720726666666667,,'800',
0.072278375,,'800',
0.0724840833333333,,'800',
0.072695875,,'800',
0.0729015833333333,,'800',
0.0731072916666667,,'800',
0.0733129583333333,,'800',
0.0735185833333333,,'4095',
0.0737299166666667,,'1200',
0.0739355416666667,,'1200',
0.0741411666666667,,'1200',
0.0743467916666667,,'1200',
0.08259875,,'4095',
0.0828100416666667,,'800',
0.08301575,,'800',
0.0832214583333333,,'800',
0.083427125,,'800',
0.0836328333333333,,'800',
0.0838446666666667,,'800',
0.0840503333333333,,'800',
0.0842560416666667,,'1200',
0.0844616666666667,,'800',
0.084667375,,'800',
0.0848791666666667,,'800',
0.085084875,,'800',
0.0852905833333333,,'800',
0.08549625,,'800',
0.0857019583333333,,'800',
0.08591375,,'800',
0.0861194583333333,,'800',
0.0863250833333333,,'4095',
0.0865302916666667,,'1200',
0.0867359166666667,,'1200',
0.0869476666666667,,'1200',
0.0871532916666667,,'1200',
0.0873589166666667,,'1200',
0.09561025,,'4095',
0.0958154583333333,,'800',
0.096021125,,'800',
0.0962332083333333,,'800',
0.096438875,,'800',
0.0966445833333333,,'800',
0.0968502916666667,,'800',
0.0970559583333333,,'800',
0.0972677916666667,,'1200',
0.0974734166666667,,'800',
0.097679125,,'800',
0.0978847916666667,,'800',
0.0980905,,'800',
0.0983023333333333,,'800',
0.098508,,'800',
0.0987137083333333,,'800',
0.0989194166666667,,'800',
0.0991250416666667,,'4095',
0.0993363333333333,,'1200',
0.099542,,'1200',
0.099747625,,'1200',
0.09995325,,'1200',
0.100158875,,'1200',
0.100370625,,'1200',
0.10861925,,'4095',
0.108824458333333,,'800',
0.109030125,,'800',
0.109235833333333,,'800',
0.109447666666667,,'800',
0.109653333333333,,'800',
0.109859041666667,,'800',
0.11006475,,'800',
0.110270416666667,,'1200',
0.110482166666667,,'800',
0.110687875,,'800',
0.110893583333333,,'800',
0.11109925,,'800',
0.111304958333333,,'800',
0.11151675,,'800',
0.111722458333333,,'800',
0.111928083333333,,'4095',
0.112133291666667,,'1200',
0.112338916666667,,'1200',
0.112550666666667,,'1200',
0.112756291666667,,'1200',
0.112961916666667,,'1200',
0.113167583333333,,'1200',
0.113373208333333,,'1200',
0.121630208333333,,'4095',
0.1218415,,'800',
0.122047208333333,,'800',
0.122252916666667,,'800',
0.122458583333333,,'800',
0.122664291666667,,'800',
0.122876125,,'800',
0.123081791666667,,'800',
0.1232875,,'1200',
0.123493125,,'800',
0.123698833333333,,'800',
0.123910625,,'800',
0.124116333333333,,'800',
0.124322041666667,,'800',
0.124527708333333,,'800',
0.124733333333333,,'4095',
0.124944666666667,,'1200',
0.125150291666667,,'1200',
0.125355916666667,,'1200',
0.125561541666667,,'1200',
0.125767208333333,,'1200',
0.125978958333333,,'1200',
0.126184583333333,,'1200',
0.126390208333333,,'1200',
0.134639166666667,,'4095',
0.134844333333333,,'800',
0.135056166666667,,'800',
0.135261875,,'800',
0.135467541666667,,'800',
0.13567325,,'800',
0.135878958333333,,'800',
0.13609075,,'800',
0.136296458333333,,'1200',
0.136502083333333,,'800',
0.136707791666667,,'800',
0.136913458333333,,'800',
0.137125291666667,,'800',
0.137330958333333,,'800',
0.137536625,,'4095',
0.137741791666667,,'1200',
0.137947416666667,,'1200',
0.138159166666667,,'1200',
0.138364833333333,,'1200',
0.138570458333333,,'1200',
0.138776083333333,,'1200',
0.138981708333333,,'1200',
0.139193708333333,,'1200',
0.139399333333333,,'1200',
0.147647958333333,,'4095',
0.147853166666667,,'800',
0.148058875,,'800',
0.148264541666667,,'800',
0.148476375,,'800',
0.148682083333333,,'800',
0.14888775,,'800',
0.149093458333333,,'800',
0.149299166666667,,'1200',
0.149510916666667,,'800',
0.149716583333333,,'800',
0.149922291666667,,'800',
0.150128,,'800',
0.150333625,,'4095',
0.150544916666667,,'1200',
0.150750541666667,,'1200',
0.150956208333333,,'1200',
0.151161833333333,,'1200',
0.151367458333333,,'1200',
0.151579208333333,,'1200',
0.151784833333333,,'1200',
0.151990458333333,,'1200',
0.152196125,,'1200',
0.15240175,,'1200',
0.160656791666667,,'4095',
0.160862,,'800',
0.161067708333333,,'800',
0.161273375,,'800',
0.161479083333333,,'800',
0.161690916666667,,'800',
0.161896583333333,,'800',
0.162102291666667,,'800',
0.162308,,'1200',
0.162513625,,'800',
0.162725416666667,,'800',
0.162931125,,'800',
0.16313675,,'4095',
0.163341958333333,,'1200',
0.163547583333333,,'1200',
0.163759333333333,,'1200',
0.163964958333333,,'1200',
0.164170583333333,,'1200',
0.164376208333333,,'1200',
0.164581875,,'1200',
0.164793625,,'1200',
0.16499925,,'1200',
0.165204875,,'1200',
0.1654105,,'1200',
0.173661958333333,,'4095',
0.173867125,,'800',
0.174078958333333,,'800',
0.174284625,,'800',
0.174490333333333,,'800',
0.174696041666667,,'800',
0.174901708333333,,'800',
0.175113541666667,,'800',
0.17531925,,'1200',
0.175524875,,'800',
0.175730541666667,,'800',
0.175936208333333,,'4095',
0.1761475,,'1200',
0.176353125,,'1200',
0.17655875,,'1200',
0.176764416666667,,'1200',
0.176970041666667,,'1200',
0.177181791666667,,'1200',
0.177387416666667,,'1200',
0.177593041666667,,'1200',
0.177798666666667,,'1200',
0.178010416666667,,'1200',
0.178216083333333,,'1200',
0.178421708333333,,'1200',
0.186673375,,'4095',
0.186878583333333,,'800',
0.18708425,,'800',
0.187296083333333,,'800',
0.18750175,,'800',
0.187707458333333,,'800',
0.187913166666667,,'800',
0.188118833333333,,'800',
0.188330666666667,,'1200',
0.188536291666667,,'800',
0.188741916666667,,'4095',
0.188947125,,'1200',
0.18915275,,'1200',
0.1893645,,'1200',
0.189570125,,'1200',
0.18977575,,'1200',
0.189981416666667,,'1200',
0.190187041666667,,'1200',
0.190398791666667,,'1200',
0.190604416666667,,'1200',
0.190810041666667,,'1200',
0.191015666666667,,'1200',
0.191221291666667,,'1200',
0.191433041666667,,'1200',
0.199681666666667,,'4095',
0.199886875,,'800',
0.200092583333333,,'800',
0.20029825,,'800',
0.200503958333333,,'800',
0.200715791666667,,'800',
0.200921458333333,,'800',
0.201127166666667,,'800',
0.201332833333333,,'1200',
0.201538416666667,,'4095',
0.20174975,,'1200',
0.201955375,,'1200',
0.202161,,'1200',
0.202366625,,'1200',
0.202578375,,'1200',
0.202784,,'1200',
0.202989666666667,,'1200',
0.203195291666667,,'1200',
0.203400916666667,,'1200',
0.203612666666667,,'1200',
0.203818291666667,,'1200',
0.204023916666667,,'1200',
0.204229541666667,,'1200',
0.204435166666667,,'1200',
0.212689916666667,,'4095',
0.21290125,,'800',
0.213106958333333,,'800',
0.213312625,,'800',
0.213518333333333,,'800',
0.213724,,'800',
0.213935833333333,,'800',
0.214141541666667,,'800',
0.214347166666667,,'4095',
0.214552333333333,,'1200',
0.214758,,'1200',
0.21496975,,'1200',
0.215175375,,'1200',
0.215381,,'1200',
0.215586625,,'1200',
0.21579225,,'1200',
0.216004,,'1200',
0.216209666666667,,'1200',
0.216415291666667,,'1200',
0.216620916666667,,'1200',
0.216826541666667,,'1200',
0.217038291666667,,'1200',
0.217243916666667,,'1200',
0.217449541666667,,'1200',
0.22569875,,'4095',
0.225903916666667,,'800',
0.226109625,,'800',
0.226321458333333,,'800',
0.226527125,,'800',
0.226732833333333,,'800',
0.226938541666667,,'800',
0.227150291666667,,'4095',
0.227355458333333,,'1200',
0.227561125,,'1200',
0.22776675,,'1200',
0.227972375,,'1200',
0.228184125,,'1200',
0.22838975,,'1200',
0.228595375,,'1200',
0.228801,,'1200',
0.229006625,,'1200',
0.229218416666667,,'1200',
0.229424041666667,,'1200',
0.229629666666667,,'1200',
0.229835291666667,,'1200',
0.230040916666667,,'1200',
0.230252666666667,,'1200',
0.230458291666667,,'1200',
0.238706916666667,,'4095',
0.238912125,,'800',
0.239117833333333,,'800',
0.2393235,,'800',
0.239535333333333,,'800',
0.239741,,'800',
0.239946666666667,,'4095',
0.240151833333333,,'1200',
0.240357458333333,,'1200',
0.240569208333333,,'1200',
0.240774875,,'1200',
0.2409805,,'1200',
0.241186125,,'1200',
0.24139175,,'1200',
0.2416035,,'1200',
0.241809125,,'1200',
0.24201475,,'1200',
0.242220416666667,,'1200',
0.242426041666667,,'1200',
0.242637791666667,,'1200',
0.242843416666667,,'1200',
0.243049041666667,,'1200',
0.243254666666667,,'1200',
0.243460291666667,,'1200',
0.25172075,,'4095',
0.251925916666667,,'800',
0.252131625,,'800',
0.252337333333333,,'800',
0.252543,,'800',
0.25275475,,'4095',
0.252959958333333,,'1200',
0.253165583333333,,'1200',
0.253371208333333,,'1200',
0.253576833333333,,'1200',
0.253788583333333,,'1200',
0.25399425,,'1200',
0.254199875,,'1200',
0.2544055,,'1200',
0.254611125,,'1200',
0.254822875,,'1200',
0.2550285,,'1200',
0.255234125,,'1200',
0.255439791666667,,'1200',
0.255645416666667,,'1200',
0.255857166666667,,'1200',
0.256062791666667,,'1200',
0.256268416666667,,'1200',
0.256474041666667,,'1200',
0.264722666666667,,'4095',
0.264927875,,'800',
0.265139666666667,,'800',
0.265345375,,'800',
0.265551,,'4095',
0.265756208333333,,'1200',
0.265961833333333,,'1200',
0.266173583333333,,'1200',
0.266379208333333,,'1200',
0.266584833333333,,'1200',
0.2667905,,'1200',
0.266996125,,'1200',
0.267208125,,'1200',
0.26741375,,'1200',
0.267619375,,'1200',
0.267825,,'1200',
0.268030625,,'1200',
0.268242375,,'1200',
0.268448041666667,,'1200',
0.268653666666667,,'1200',
0.268859291666667,,'1200',
0.269064916666667,,'1200',
0.269276666666667,,'1200',
0.269482291666667,,'1200',
0.277731541666667,,'4095',
0.27793675,,'800',
0.278142416666667,,'800',
0.278354166666667,,'4095',
0.278559375,,'1200',
0.278765,,'1200',
0.278970625,,'1200',
0.279176291666667,,'1200',
0.279388041666667,,'1200',
0.279593666666667,,'1200',
0.279799291666667,,'1200',
0.280004916666667,,'1200',
0.280210541666667,,'1200',
0.280422291666667,,'1200',
0.280627916666667,,'1200',
0.280833583333333,,'1200',
0.281039208333333,,'1200',
0.281244833333333,,'1200',
0.281456583333333,,'1200',
0.281662208333333,,'1200',
0.281867833333333,,'1200',
0.282073458333333,,'1200',
0.282279125,,'1200',
0.282490875,,'1200',
0.290740208333333,,'4095',
0.290945416666667,,'800',
0.291151041666667,,'4095',
0.29135625,,'1200',
0.291561875,,'1200',
0.291773625,,'1200',
0.29197925,,'1200',
0.292184875,,'1200',
0.292390541666667,,'1200',
0.292596166666667,,'1200',
0.292807916666667,,'1200',
0.293013541666667,,'1200',
0.293219166666667,,'1200',
0.293424791666667,,'1200',
0.293630416666667,,'1200',
0.293842166666667,,'1200',
0.294047833333333,,'1200',
0.294253458333333,,'1200',
0.294459083333333,,'1200',
0.294664708333333,,'1200',
0.294876458333333,,'1200',
0.295082083333333,,'1200',
0.295287708333333,,'1200',
0.295493375,,'1200',
0.303742291666667,,'4095',
0.303953541666667,,'4095',
0.30415875,,'1200',
0.304364375,,'1200',
0.30457,,'1200',
0.304775625,,'1200',
0.304987375,,'1200',
0.305193,,'1200',
0.305398666666667,,'1200',
0.305604291666667,,'1200',
0.305809916666667,,'1200',
0.306021666666667,,'1200',
0.306227291666667,,'1200',
0.306432916666667,,'1200',
0.306638541666667,,'1200',
0.306844166666667,,'1200',
0.307055958333333,,'1200',
0.307261583333333,,'1200',
0.307467208333333,,'1200',
0.307672833333333,,'1200',
0.307878458333333,,'1200',
0.308090208333333,,'1200',
0.308295833333333,,'1200',
0.3085015,,'1200',
0.316748291666667,,'4095',
0.3169535,,'1200',
0.317159125,,'1200',
0.317370875,,'1200',
0.3175765,,'1200',
0.317782125,,'1200',
0.31798775,,'1200',
0.318193375,,'1200',
0.318405166666667,,'1200',
0.318610791666667,,'1200',
0.318816416666667,,'1200',
0.319022041666667,,'1200',
0.319227666666667,,'1200',
0.319439416666667,,'1200',
0.319645041666667,,'1200',
0.319850666666667,,'1200',
0.320056333333333,,'1200',
0.320261958333333,,'1200',
0.320473708333333,,'1200',
0.320679333333333,,'1200',
0.320884958333333,,'1200',
0.321090583333333,,'1200',
0.321296208333333,,'1200',
0.321508,,'1200',
0.329758666666667,,'4095',
0.329963833333333,,'1200',
0.3301695,,'1200',
0.330375125,,'1200',
0.330586875,,'1200',
0.3307925,,'1200',
0.330998125,,'1200',
0.33120375,,'1200',
0.331409416666667,,'1600',
0.331621208333333,,'1200',
0.331826833333333,,'1200',
0.332032458333333,,'1200',
0.332238083333333,,'1200',
0.33244375,,'1200',
0.3326555,,'1200',
0.332861125,,'1200',
0.33306675,,'1200',
0.333272375,,'1200',
0.333478,,'1200',
0.33368975,,'1200',
0.333895416666667,,'1200',
0.334101041666667,,'1200',
0.334306666666667,,'1200',
0.33451225,,'4095',
0.34276625,,'4095',
0.342977541666667,,'1200',
0.343183166666667,,'1200',
0.343388833333333,,'1200',
0.343594458333333,,'1200',
0.343800083333333,,'1200',
0.344011833333333,,'1200',
0.344217458333333,,'1200',
0.344423083333333,,'1600',
0.344628791666667,,'1200',
0.344834416666667,,'1200',
0.345046166666667,,'1200',
0.345251791666667,,'1200',
0.345457416666667,,'1200',
0.345663083333333,,'1200',
0.345868708333333,,'1200',
0.346080458333333,,'1200',
0.346286083333333,,'1200',
0.346491708333333,,'1200',
0.346697333333333,,'1200',
0.346903,,'1200',
0.34711475,,'1200',
0.347320291666667,,'4095',
0.3475255,,'1600',
0.355775208333333,,'4095',
0.355980375,,'1200',
0.356192125,,'1200',
0.356397791666667,,'1200',
0.356603416666667,,'1200',
0.356809041666667,,'1200',
0.357014666666667,,'1200',
0.357226416666667,,'1200',
0.357432041666667,,'1600',
0.35763775,,'1200',
0.357843375,,'1200',
0.358049,,'1200',
0.35826075,,'1200',
0.358466375,,'1200',
0.358672041666667,,'1200',
0.358877666666667,,'1200',
0.359083291666667,,'1200',
0.359295041666667,,'1200',
0.359500666666667,,'1200',
0.359706291666667,,'1200',
0.359911916666667,,'1200',
0.3601175,,'4095',
0.360328833333333,,'1600',
0.3605345,,'1600',
0.368783541666667,,'4095',
0.368988708333333,,'1200',
0.369194375,,'1200',
0.3694,,'1200',
0.36961175,,'1200',
0.369817375,,'1200',
0.370023,,'1200',
0.370228625,,'1200',
0.37043425,,'1600',
0.370646083333333,,'1200',
0.370851708333333,,'1200',
0.371057333333333,,'1200',
0.371262958333333,,'1200',
0.371468625,,'1200',
0.371680375,,'1200',
0.371886,,'1200',
0.372091625,,'1200',
0.37229725,,'1200',
0.372502875,,'1200',
0.372714666666667,,'1200',
0.372920208333333,,'4095',
0.373125416666667,,'1600',
0.373331083333333,,'1600',
0.373542916666667,,'1600',
0.38179225,,'4095',
0.381997458333333,,'1200',
0.382203083333333,,'1200',
0.382408708333333,,'1200',
0.382614333333333,,'1200',
0.382826083333333,,'1200',
0.383031708333333,,'1200',
0.383237333333333,,'1200',
0.383443,,'1600',
0.383648666666667,,'1200',
0.383860416666667,,'1200',
0.384066083333333,,'1200',
0.384271708333333,,'1200',
0.384477333333333,,'1200',
0.384682958333333,,'1200',
0.384894708333333,,'1200',
0.385100333333333,,'1200',
0.385305958333333,,'1200',
0.385511583333333,,'1200',
0.385717166666667,,'4095',
0.3859285,,'1600',
0.386134166666667,,'1600',
0.386339875,,'1600',
0.386545583333333,,'1600',
0.394796958333333,,'4095',
0.395002166666667,,'1200',
0.395214166666667,,'1200',
0.395419791666667,,'1200',
0.395625416666667,,'1200',
0.395831041666667,,'1200',
0.396036666666667,,'1200',
0.396248458333333,,'1200',
0.396454083333333,,'1600',
0.39665975,,'1200',
0.396865375,,'1200',
0.397071041666667,,'1200',
0.397282791666667,,'1200',
0.397488416666667,,'1200',
0.397694041666667,,'1200',
0.397899666666667,,'1200',
0.398111416666667,,'1200',
0.398317083333333,,'1200',
0.398522625,,'4095',
0.398727833333333,,'1600',
0.3989335,,'1600',
0.399145333333333,,'1600',
0.399351041666667,,'1600',
0.399556708333333,,'1600',
0.40780575,,'4095',
0.408010958333333,,'1200',
0.408216583333333,,'1200',
0.408428333333333,,'1200',
0.408633958333333,,'1200',
0.408839583333333,,'1200',
0.409045208333333,,'1200',
0.409250833333333,,'1200',
0.409462625,,'1600',
0.409668291666667,,'1200',
0.409873916666667,,'1200',
0.410079541666667,,'1200',
0.410285208333333,,'1200',
0.410496958333333,,'1200',
0.410702583333333,,'1200',
0.410908208333333,,'1200',
0.411113833333333,,'1200',
0.411319416666667,,'4095',
0.41153075,,'1600',
0.411736416666667,,'1600',
0.411942125,,'1600',
0.412147791666667,,'1600',
0.4123535,,'1600',
0.412565333333333,,'1600',
0.420811958333333,,'4095',
0.421017166666667,,'1200',
0.421222791666667,,'1200',
0.421428416666667,,'1200',
0.421634041666667,,'1200',
0.421845833333333,,'1200',
0.422051458333333,,'1200',
0.422257083333333,,'1200',
0.422462708333333,,'1600',
0.422668416666667,,'1200',
0.422880166666667,,'1200',
0.423085791666667,,'1200',
0.423291416666667,,'1200',
0.423497041666667,,'1200',
0.423708791666667,,'1200',
0.423914458333333,,'1200',
0.42412,,'4095',
0.424325208333333,,'1600',
0.424530875,,'1600',
0.424742708333333,,'1600',
0.424948416666667,,'1600',
0.425154083333333,,'1600',
0.425359791666667,,'1600',
0.4255655,,'1600',
